row_id,reference,step_index,verse_text,strong,morphology,step_gloss,reviewer,decision,target_segment_index,notes
e8f9b91d25521e67e1f2,GEN 19:8,12,"He aquí ahora yo tengo dos hijas que no han conocido varón; se las sacaré afuera, y hagan de ellas como bien les parezca: solamente a estos varones no hagan nada, pues que vinieron a la sombra de mi tejado.",H6213,HC/Vqv2mp,and/ do,,,,
474923210fc6f99ab3ab,GEN 19:8,14,"He aquí ahora yo tengo dos hijas que no han conocido varón; se las sacaré afuera, y hagan de ellas como bien les parezca: solamente a estos varones no hagan nada, pues que vinieron a la sombra de mi tejado.",H5869,HR/Ncfdc/Sp2mp,in/ view/ your,,,,
bbeedc7277f726fbc8ea,GEN 19:8,18,"He aquí ahora yo tengo dos hijas que no han conocido varón; se las sacaré afuera, y hagan de ellas como bien les parezca: solamente a estos varones no hagan nada, pues que vinieron a la sombra de mi tejado.",H408,HTn,may not,,,,
3aa20c66f390e3ab7674,GEN 19:8,19,"He aquí ahora yo tengo dos hijas que no han conocido varón; se las sacaré afuera, y hagan de ellas como bien les parezca: solamente a estos varones no hagan nada, pues que vinieron a la sombra de mi tejado.",H6213,HVqj2mp,you do,,,,
980fe11dcad331b1cf7e,GEN 19:8,22,"He aquí ahora yo tengo dos hijas que no han conocido varón; se las sacaré afuera, y hagan de ellas como bien les parezca: solamente a estos varones no hagan nada, pues que vinieron a la sombra de mi tejado.",H5921,HR,since,,,,
454cf6d95c1ed465e30f,GEN 19:8,23,"He aquí ahora yo tengo dos hijas que no han conocido varón; se las sacaré afuera, y hagan de ellas como bien les parezca: solamente a estos varones no hagan nada, pues que vinieron a la sombra de mi tejado.",H3651,HD,<thus>,,,,
9bd817c6ad19219355cf,GEN 19:9,4,"Y ellos respondieron: Quita allá: y añadieron: Vino éste aquí para habitar como un extraño, ¿y habrá de erigirse en juez? Ahora te haremos más mal que a ellos. Y hacían gran violencia al varón, a Lot, y se acercaron para romper las puertas.",H259,HTd/Acfsa,the/ one,,,,
8b5d742f4d5b5c466737,GEN 19:10,2,"Entonces los varones alargaron la mano, y metieron a Lot en casa con ellos, y cerraron las puertas.",H853,HTo,<obj.>,,,,
220dce7ddcce7f07e0dc,GEN 19:10,5,"Entonces los varones alargaron la mano, y metieron a Lot en casa con ellos, y cerraron las puertas.",H853,HTo,<obj.>,,,,
bd47cf38f919a174b596,GEN 19:10,9,"Entonces los varones alargaron la mano, y metieron a Lot en casa con ellos, y cerraron las puertas.",H853,HC/To,and/ <obj.>,,,,
320680f2d87b4ab7702d,GEN 19:11,0,"Y a los hombres que estaban a la puerta de la casa desde el menor hasta el mayor, hirieron con ceguera; pero ellos se fatigaban por hallar la puerta.",H853,HC/To,and/ <obj.>,,,,
3c262ecf80941687313d,GEN 19:11,11,"Y a los hombres que estaban a la puerta de la casa desde el menor hasta el mayor, hirieron con ceguera; pero ellos se fatigaban por hallar la puerta.",H4672,HR/Vqcc,to/ find,,,,
9020a82fce4e5cf42c35,GEN 19:12,2,"Y dijeron los varones a Lot: ¿Tienes aquí alguno más? Yernos, y tus hijos y tus hijas, y todo lo que tienes en la ciudad, sácalo de este lugar:",H413,HR,to,,,,
f13c071abf32fe4ad3ee,GEN 19:12,6,"Y dijeron los varones a Lot: ¿Tienes aquí alguno más? Yernos, y tus hijos y tus hijas, y todo lo que tienes en la ciudad, sácalo de este lugar:",H6311,HD,here,,,,
c1165a463ba322f84ab3,GEN 19:12,13,"Y dijeron los varones a Lot: ¿Tienes aquí alguno más? Yernos, y tus hijos y tus hijas, y todo lo que tienes en la ciudad, sácalo de este lugar:",H3318,HVhv2ms,bring out,,,,
f06e5a9e8a9e33eb3311,GEN 19:13,3,"Porque vamos a destruir este lugar, por cuanto el clamor de ellos ha subido de punto delante de Jehová; por tanto Jehová nos ha enviado para destruirlo.",H853,HTo,<obj.>,,,,
5f5b6470cb0ec7700954,GEN 19:13,9,"Porque vamos a destruir este lugar, por cuanto el clamor de ellos ha subido de punto delante de Jehová; por tanto Jehová nos ha enviado para destruirlo.",H854,HR,with,,,,
1cdf2ff57728d90feb2d,GEN 19:14,3,"Entonces salió Lot, y habló a sus yernos, los que habían de tomar sus hijas, y les dijo: Levántense, salgan de este lugar; porque Jehová va a destruir esta ciudad. Pero pareció a sus yernos como que se burlaba.",H413,HR,to,,,,
8faacfbb6163d4f0d54a,GEN 19:14,8,"Entonces salió Lot, y habló a sus yernos, los que habían de tomar sus hijas, y les dijo: Levántense, salgan de este lugar; porque Jehová va a destruir esta ciudad. Pero pareció a sus yernos como que se burlaba.",H6965,HVqv2mp,arise,,,,
3a0607c4bdfc52e8c182,GEN 19:14,9,"Entonces salió Lot, y habló a sus yernos, los que habían de tomar sus hijas, y les dijo: Levántense, salgan de este lugar; porque Jehová va a destruir esta ciudad. Pero pareció a sus yernos como que se burlaba.",H3318,HVqv2mp,go out,,,,
0b94c870493e7af344ce,GEN 19:14,16,"Entonces salió Lot, y habló a sus yernos, los que habían de tomar sus hijas, y les dijo: Levántense, salgan de este lugar; porque Jehová va a destruir esta ciudad. Pero pareció a sus yernos como que se burlaba.",H853,HTo,<obj.>,,,,
71ac2f9dc5034859a243,GEN 19:14,18,"Entonces salió Lot, y habló a sus yernos, los que habían de tomar sus hijas, y les dijo: Levántense, salgan de este lugar; porque Jehová va a destruir esta ciudad. Pero pareció a sus yernos como que se burlaba.",H1961,Hc/Vqw3ms,and/ he was,,,,
d7e1a7570ba99b0626d4,GEN 19:15,3,"Y al rayar el alba, los ángeles daban prisa a Lot, diciendo: Levántate, toma tu mujer, y tus dos hijas que se hallan aquí, porque no perezcas en el castigo de la ciudad.",H213,Hc/Vhw3mp,and/ they urged,,,,
468e886885d07a715411,GEN 19:15,9,"Y al rayar el alba, los ángeles daban prisa a Lot, diciendo: Levántate, toma tu mujer, y tus dos hijas que se hallan aquí, porque no perezcas en el castigo de la ciudad.",H853,HTo,<obj.>,,,,
39f83198609084c4e122,GEN 19:15,11,"Y al rayar el alba, los ángeles daban prisa a Lot, diciendo: Levántate, toma tu mujer, y tus dos hijas que se hallan aquí, porque no perezcas en el castigo de la ciudad.",H853,HC/To,and/ <obj.>,,,,
d3476c2cef016a5d50d4,GEN 19:16,13,"Y deteniéndose él, los varones asieron de su mano, y de la mano de su mujer, y de las manos de sus dos hijas, según la misericordia de Jehová para con él; y le sacaron, y le pusieron fuera de la ciudad.",H5117,Hc/Vhw3mp/Sp3ms,and/ they placed/ him,,,,
70e5ce5df609aa678c59,GEN 19:17,0,"Y fue que cuando los hubo sacado fuera, dijo: Escapa por tu vida; no mires tras ti, ni pares en toda esta llanura; escapa al monte, no sea que perezcas.",H1961,Hc/Vqw3ms,and/ it was,,,,
77ef5f9bf66959136637,GEN 19:17,1,"Y fue que cuando los hubo sacado fuera, dijo: Escapa por tu vida; no mires tras ti, ni pares en toda esta llanura; escapa al monte, no sea que perezcas.",H3318,HR/Vhcc/Sp3mp,when/ brought out/ they,,,,
010e517d958e9579cc7b,GEN 19:17,2,"Y fue que cuando los hubo sacado fuera, dijo: Escapa por tu vida; no mires tras ti, ni pares en toda esta llanura; escapa al monte, no sea que perezcas.",H853,HTo/Sp3mp,<obj.>/ them,,,,
4a4fd1ed2012238e4575,GEN 19:17,4,"Y fue que cuando los hubo sacado fuera, dijo: Escapa por tu vida; no mires tras ti, ni pares en toda esta llanura; escapa al monte, no sea que perezcas.",H559,Hc/Vqw3ms,and/ he said,,,,
374cff0ab7cf83992f83,GEN 19:18,5,"Y Lot les dijo: No, yo les ruego, señores míos;",H136,HNpt,O Lord,,,,
c558a905c798f4b7f4f8,GEN 19:19,10,"He aquí ahora ha hallado tu siervo gracia en tus ojos, y has engrandecido tu misericordia que has hecho conmigo dándome la vida; pero yo no podré escapar al monte, no sea caso que me alcance el mal, y muera.",H5978,HR/Sp1bs,with/ me,,,,
0cc961e7b9063255b02d,GEN 19:19,12,"He aquí ahora ha hallado tu siervo gracia en tus ojos, y has engrandecido tu misericordia que has hecho conmigo dándome la vida; pero yo no podré escapar al monte, no sea caso que me alcance el mal, y muera.",H853,HTo,<obj.>,,,,
9bbf097b6ee6659da816,GEN 19:20,5,"He aquí ahora esta ciudad está cerca para huir allá, la cual es pequeña; escaparé ahora allá, (¿no es ella pequeña?) y vivirá mi alma.",H5127,HR/Vqcc,to/ flee,,,,
e1a1f61f1fa16e368f5c,GEN 19:20,9,"He aquí ahora esta ciudad está cerca para huir allá, la cual es pequeña; escaparé ahora allá, (¿no es ella pequeña?) y vivirá mi alma.",H4422,HVNc1cs,let me escape,,,,
0f90058857fcbb4b1582,GEN 19:20,15,"He aquí ahora esta ciudad está cerca para huir allá, la cual es pequeña; escaparé ahora allá, (¿no es ella pequeña?) y vivirá mi alma.",H2421,HC/Vqj3fs,so/ it may live,,,,
73af914dcd3112d6027e,GEN 19:21,8,"Y le respondió: He aquí he recibido también tu súplica sobre esto, y no destruiré la ciudad de que has hablado.",H1115,HR/Ncbsc,to/ not,,,,
deb6d264576fb1a6cf5f,GEN 19:21,10,"Y le respondió: He aquí he recibido también tu súplica sobre esto, y no destruiré la ciudad de que has hablado.",H853,HTo,<obj.>,,,,
3b592596260d15d64c81,GEN 19:22,12,"Date priesa, escápate allá; porque nada podré hacer hasta que allí hayas llegado. Por esto fue llamado el nombre de la ciudad, Zoar.",H3651,HD,-fore,,,,
a497fbe80b81b1e7bffc,GEN 19:22,14,"Date priesa, escápate allá; porque nada podré hacer hasta que allí hayas llegado. Por esto fue llamado el nombre de la ciudad, Zoar.",H8034,HNcmsc,[the] name of,,,,
a0b3335c8b93011693a0,GEN 19:22,16,"Date priesa, escápate allá; porque nada podré hacer hasta que allí hayas llegado. Por esto fue llamado el nombre de la ciudad, Zoar.",H6820,HNpl,Zoar,,,,
4a84d3f157a388543623,GEN 19:23,6,"El sol salía sobre la tierra, cuando Lot llegó a Zoar.",H6820,HNpl/Sd,Zoar/ towards,,,,
087b8d221b0523310be5,GEN 19:24,1,Entonces llovió Jehová sobre Sodoma y sobre Gomorra azufre y fuego de parte de Jehová desde los cielos;,H4305,HVhp3ms,he caused to rain,,,,
955ce608c30108e8a816,GEN 19:24,8,Entonces llovió Jehová sobre Sodoma y sobre Gomorra azufre y fuego de parte de Jehová desde los cielos;,H854,HR/R,from/ with,,,,
fe82997924716ea658a8,GEN 19:25,1,"Y destruyó las ciudades, y toda aquella llanura, con todos los moradores de aquellas ciudades, y el fruto de la tierra.",H853,HTo,<obj.>,,,,
28bf985652289ffcf73c,GEN 19:25,3,"Y destruyó las ciudades, y toda aquella llanura, con todos los moradores de aquellas ciudades, y el fruto de la tierra.",H411,HTd/Tm,<the>/ these,,,,
2dc3e50624d933445b3b,GEN 19:25,4,"Y destruyó las ciudades, y toda aquella llanura, con todos los moradores de aquellas ciudades, y el fruto de la tierra.",H853,HC/To,and/ <obj.>,,,,
2f1415bbfba3a7205212,GEN 19:25,7,"Y destruyó las ciudades, y toda aquella llanura, con todos los moradores de aquellas ciudades, y el fruto de la tierra.",H853,HC/To,and/ <obj.>,,,,
49e01c78dc93cb2b449e,GEN 19:27,7,Y subió Abraham por la mañana al lugar donde había estado delante de Jehová:,H8033,HD,there,,,,
738e145473e56c59d34c,GEN 19:27,8,Y subió Abraham por la mañana al lugar donde había estado delante de Jehová:,H854,HR,with,,,,
8587c6cdddc56e371ad2,GEN 19:28,1,"Y miró hacia Sodoma y Gomorra, y hacia toda la tierra de aquella llanura miró; y he aquí que el humo subía de la tierra como el humo de un horno.",H5921,HR,on,,,,
6fb3d0fdbb75cbaca108,GEN 19:28,5,"Y miró hacia Sodoma y Gomorra, y hacia toda la tierra de aquella llanura miró; y he aquí que el humo subía de la tierra como el humo de un horno.",H5921,HC/R,and/ on,,,,
65368524de47389ef285,GEN 19:29,0,"Así fue que, cuando destruyó Dios las ciudades de la llanura, acordóse Dios de Abraham, y envió fuera a Lot de en medio de la destrucción, al asolar las ciudades donde Lot estaba.",H1961,Hc/Vqw3ms,and/ it was,,,,
10485764c63191b1d4ad,GEN 19:29,3,"Así fue que, cuando destruyó Dios las ciudades de la llanura, acordóse Dios de Abraham, y envió fuera a Lot de en medio de la destrucción, al asolar las ciudades donde Lot estaba.",H853,HTo,<obj.>,,,,
013c07c7d0583a4e9d38,GEN 19:29,8,"Así fue que, cuando destruyó Dios las ciudades de la llanura, acordóse Dios de Abraham, y envió fuera a Lot de en medio de la destrucción, al asolar las ciudades donde Lot estaba.",H853,HTo,<obj.>,,,,
a3c459d58d31b5fd39dd,GEN 19:29,11,"Así fue que, cuando destruyó Dios las ciudades de la llanura, acordóse Dios de Abraham, y envió fuera a Lot de en medio de la destrucción, al asolar las ciudades donde Lot estaba.",H853,HTo,<obj.>,,,,
458e1d6e8a4f6d1aefa2,GEN 19:29,16,"Así fue que, cuando destruyó Dios las ciudades de la llanura, acordóse Dios de Abraham, y envió fuera a Lot de en medio de la destrucción, al asolar las ciudades donde Lot estaba.",H853,HTo,<obj.>,,,,
8e0a258d187f338f672d,GEN 19:30,2,"Pero Lot subió de Zoar, y asentó en el monte, y sus dos hijas con él; porque tuvo miedo de quedar en Zoar, y se alojó en una cueva él y sus dos hijas.",H6820,HR/Npl,from/ Zoar,,,,
8c6de24d25a9ff82e5cd,GEN 19:30,3,"Pero Lot subió de Zoar, y asentó en el monte, y sus dos hijas con él; porque tuvo miedo de quedar en Zoar, y se alojó en una cueva él y sus dos hijas.",H3427,Hc/Vqw3ms,and/ he dwelt,,,,
84fa5e3f046928d5abb9,GEN 19:30,10,"Pero Lot subió de Zoar, y asentó en el monte, y sus dos hijas con él; porque tuvo miedo de quedar en Zoar, y se alojó en una cueva él y sus dos hijas.",H3427,HR/Vqcc,to/ dwell,,,,
62ca9de318ee80d37068,GEN 19:30,11,"Pero Lot subió de Zoar, y asentó en el monte, y sus dos hijas con él; porque tuvo miedo de quedar en Zoar, y se alojó en una cueva él y sus dos hijas.",H6820,HR/Npl,in/ Zoar,,,,
8d32fc194aa7172d219c,GEN 19:30,12,"Pero Lot subió de Zoar, y asentó en el monte, y sus dos hijas con él; porque tuvo miedo de quedar en Zoar, y se alojó en una cueva él y sus dos hijas.",H3427,Hc/Vqw3ms,and/ he dwelt,,,,
38299c41e6b87a4b9e49,GEN 19:31,2,"Entonces la mayor dijo a la menor: Nuestro padre es viejo, y no queda varón en la tierra que entre a nosotras conforme a la costumbre de toda la tierra:",H413,HR,to,,,,
5a976d7231a66b81413f,GEN 19:31,10,"Entonces la mayor dijo a la menor: Nuestro padre es viejo, y no queda varón en la tierra que entre a nosotras conforme a la costumbre de toda la tierra:",H5921,HRd/Sp1bp,on/ us,,,,
101898ba07d5d9e3bc75,GEN 19:32,0,"Ven, demos a beber vino a nuestro padre, y durmamos con él, y conservaremos de nuestro padre generación.",H1980,HVqv2ms/Sh,come/ !,,,,
adf4d0e1ed0db588e8e3,GEN 19:32,2,"Ven, demos a beber vino a nuestro padre, y durmamos con él, y conservaremos de nuestro padre generación.",H853,HTo,<obj.>,,,,
4f47930db2dea87a91d6,GEN 19:33,9,"Y dieron a beber vino a su padre aquella noche: y entró la mayor, y durmió con su padre; pero él no sintió cuándo se acostó ella, ni cuándo se levantó.",H853,HTo,<obj.>,,,,
018f47113fa6ad286f98,GEN 19:34,0,"El día siguiente dijo la mayor a la menor: He aquí yo dormí la noche pasada con mi padre; démosle a beber vino también esta noche, y entra y duerme con él, para que conservemos de nuestro padre generación.",H1961,Hc/Vqw3ms,and/ it was,,,,
9a100c552d02ef13a921,GEN 19:34,1,"El día siguiente dijo la mayor a la menor: He aquí yo dormí la noche pasada con mi padre; démosle a beber vino también esta noche, y entra y duerme con él, para que conservemos de nuestro padre generación.",H4283,HR/Ncfsa,from/ [the] next day,,,,
4b3da0fcb7582f98c373,GEN 19:34,4,"El día siguiente dijo la mayor a la menor: He aquí yo dormí la noche pasada con mi padre; démosle a beber vino también esta noche, y entra y duerme con él, para que conservemos de nuestro padre generación.",H413,HR,to,,,,
4d784b0fb44de1f5c253,GEN 19:34,6,"El día siguiente dijo la mayor a la menor: He aquí yo dormí la noche pasada con mi padre; démosle a beber vino también esta noche, y entra y duerme con él, para que conservemos de nuestro padre generación.",H2005,HTj,here!,,,,
3e41b7ccb77b67477b4b,GEN 19:34,9,"El día siguiente dijo la mayor a la menor: He aquí yo dormí la noche pasada con mi padre; démosle a beber vino también esta noche, y entra y duerme con él, para que conservemos de nuestro padre generación.",H853,HTo,<obj.>,,,,
d6f85d6026cbc0395c31,GEN 19:35,4,"Y dieron a beber vino a su padre también aquella noche: y levantóse la menor, y durmió con él; pero no echó de ver cuándo se acostó ella, ni cuándo se levantó.",H853,HTo,<obj.>,,,,
adb5e46d8b29520c87f7,GEN 19:38,7,"La menor también parió un hijo, y llamó su nombre Ben-ammí, el cual es padre de los Ammonitas hasta hoy.",H1151,HNpm,Ben-,,,,
a8430a65a90cc3317d7f,GEN 19:38,8,"La menor también parió un hijo, y llamó su nombre Ben-ammí, el cual es padre de los Ammonitas hasta hoy.",H1151,HNpm,Ammi,,,,
0b1b5952057908cc56b6,GEN 20:1,8,"De allí partió Abraham a la tierra del Mediodía, y asentó entre Cades y Shur, y habitó como forastero en Gerar.",H996,HC/Acmsc,and/ between,,,,
516e88980a50f73c7316,GEN 20:1,10,"De allí partió Abraham a la tierra del Mediodía, y asentó entre Cades y Shur, y habitó como forastero en Gerar.",H1481,Hc/Vqw3ms,and/ he sojourned,,,,
29f07e4b7bd5fbab3238,GEN 20:2,12,"Y dijo Abraham de Sara su mujer: Mi hermana es. Y Abimelech, rey de Gerar, envió y tomó a Sara.",H853,HTo,<obj.>,,,,
5cae0a276aac93b7d1ab,GEN 20:3,2,"Pero Dios vino a Abimelech en sueños de noche, y le dijo: He aquí muerto eres a causa de la mujer que has tomado, la cual es casada con marido.",H413,HR,to,,,,
96a662b15530608737af,GEN 20:3,9,"Pero Dios vino a Abimelech en sueños de noche, y le dijo: He aquí muerto eres a causa de la mujer que has tomado, la cual es casada con marido.",H5921,HR,on,,,,
3c51b1ae985ef34cc826,GEN 20:4,3,"Pero Abimelech no había llegado a ella, y dijo: Señor, ¿matarás también la gente justa?",H413,HRd/Sp3fs,to/ her,,,,
4c0129159233518dd9ed,GEN 20:5,5,"¿No me dijo él: Mi hermana es; y ella también dijo: Es mi hermano? Con sencillez de mi corazón, y con limpieza de mis manos he hecho esto.",H1931,HC/Pp3fs,and/ she,,,,
ba4cfdc59637a5d68ad0,GEN 20:5,7,"¿No me dijo él: Mi hermana es; y ella también dijo: Es mi hermano? Con sencillez de mi corazón, y con limpieza de mis manos he hecho esto.",H1931,HPp3fs,she,,,,
392be23d2362d9b2bbf6,GEN 20:5,10,"¿No me dijo él: Mi hermana es; y ella también dijo: Es mi hermano? Con sencillez de mi corazón, y con limpieza de mis manos he hecho esto.",H1931,HPp3ms,he,,,,
c7131deb8854de9787df,GEN 20:6,15,"Y díjole Dios en sueños: Yo también sé que con integridad de tu corazón has hecho esto; y yo también te detuve de pecar contra mí, y así no te permití que la tocases.",H853,HTo/Sp2ms,<obj.>/ you,,,,
2e2b3a8237605b29dc6f,GEN 20:6,22,"Y díjole Dios en sueños: Yo también sé que con integridad de tu corazón has hecho esto; y yo también te detuve de pecar contra mí, y así no te permití que la tocases.",H413,HRd/Sp3fs,<to>/ her,,,,
4cf683af40bf5b79f71d,GEN 20:7,6,"Ahora, pues, vuelve la mujer a su marido; porque es profeta, y orará por ti, y vivirás. Y si tú no la volvieres, sabe que de cierto morirás, con todo lo que sea tuyo.",H1931,HPp3ms,he,,,,
09585af2acf479785d2f,GEN 20:7,12,"Ahora, pues, vuelve la mujer a su marido; porque es profeta, y orará por ti, y vivirás. Y si tú no la volvieres, sabe que de cierto morirás, con todo lo que sea tuyo.",H7725,HVhrmsa,returning [her],,,,
bbe2a9c9fdaaecb08fda,GEN 20:7,19,"Ahora, pues, vuelve la mujer a su marido; porque es profeta, y orará por ti, y vivirás. Y si tú no la volvieres, sabe que de cierto morirás, con todo lo que sea tuyo.",H834,HTr,who,,,,
98585216f22fe0c50316,GEN 20:8,7,"Entonces Abimelech se levantó de mañana, y llamó a todos sus siervos, y dijo todas estas palabras en los oídos de ellos; y temieron los hombres en gran manera.",H853,HTo,<obj.>,,,,
08e5dc856b52fc2501d2,GEN 20:9,15,"Después llamó Abimelech a Abraham, y le dijo: ¿Qué nos has hecho? ¿y en qué pequé yo contra ti, que has atraído sobre mí y sobre mi reino tan gran pecado? lo que no debiste hacer has hecho conmigo.",H4639,HNcmpa,deeds,,,,
ac768397166370c23cc3,GEN 20:9,20,"Después llamó Abimelech a Abraham, y le dijo: ¿Qué nos has hecho? ¿y en qué pequé yo contra ti, que has atraído sobre mí y sobre mi reino tan gran pecado? lo que no debiste hacer has hecho conmigo.",H5978,HR/Sp1bs,with/ me,,,,
e9218fd3fd200d2857a9,GEN 20:10,2,Y dijo más Abimelech a Abraham: ¿Qué viste para que hicieses esto?,H413,HR,to,,,,
ea979ce3f62fdea67f5a,GEN 20:10,5,Y dijo más Abimelech a Abraham: ¿Qué viste para que hicieses esto?,H7200,HVqp2ms,did you see,,,,
49da556fec7c45515440,GEN 20:10,8,Y dijo más Abimelech a Abraham: ¿Qué viste para que hicieses esto?,H853,HTo,<obj.>,,,,
e7427c81c73e9e6707c9,GEN 20:12,5,"Y a la verdad también es mi hermana, hija de mi padre, pero no hija de mi madre, y toméla por mujer.",H1931,HPp3fs,she,,,,
e5286ddffa46694b12e9,GEN 20:12,6,"Y a la verdad también es mi hermana, hija de mi padre, pero no hija de mi madre, y toméla por mujer.",H389,HD,only,,,,
b43722d9c58f0e98d528,GEN 20:12,10,"Y a la verdad también es mi hermana, hija de mi padre, pero no hija de mi madre, y toméla por mujer.",H1961,Hc/Vqw3fs,and/ she became,,,,
317a6a1725207fb47f45,GEN 20:13,0,"Y fue que, cuando Dios me hizo salir errante de la casa de mi padre, yo le dije: Esta es la merced que tú me harás, que en todos los lugares donde lleguemos, digas de mí: Mi hermano es.",H1961,Hc/Vqw3ms,and/ it was,,,,
61977f98ef8fefcbcc91,GEN 20:13,3,"Y fue que, cuando Dios me hizo salir errante de la casa de mi padre, yo le dije: Esta es la merced que tú me harás, que en todos los lugares donde lleguemos, digas de mí: Mi hermano es.",H853,HTo/Sp1bs,<obj.>/ me,,,,
23c0f40eb4799f3c3385,GEN 20:13,12,"Y fue que, cuando Dios me hizo salir errante de la casa de mi padre, yo le dije: Esta es la merced que tú me harás, que en todos los lugares donde lleguemos, digas de mí: Mi hermano es.",H5978,HR/Sp1bs,with/ me,,,,
324f2a9f19390bb17adc,GEN 20:13,17,"Y fue que, cuando Dios me hizo salir errante de la casa de mi padre, yo le dije: Esta es la merced que tú me harás, que en todos los lugares donde lleguemos, digas de mí: Mi hermano es.",H935,HVqi1cp,we will go,,,,
f1d4802b01a2f0680f44,GEN 20:13,18,"Y fue que, cuando Dios me hizo salir errante de la casa de mi padre, yo le dije: Esta es la merced que tú me harás, que en todos los lugares donde lleguemos, digas de mí: Mi hermano es.",H8033,HD/Sd,there/ towards,,,,
2504475d85742b8430a2,GEN 20:14,9,"Entonces Abimelech tomó ovejas y vacas, y siervos y siervas, y diólo a Abraham, y devolvióle a Sara su mujer.",H853,HTo,<obj.>,,,,
23748f6854f37f1aa87f,GEN 20:15,6,"Y dijo Abimelech: He aquí mi tierra está delante de ti, habita donde bien te parezca.",H5869,HR/Ncfdc/Sp2ms,in/ view/ your,,,,
430a787826b432b0a8cd,GEN 20:17,2,"Entonces Abraham oró a Dios; y Dios sanó a Abimelech y a su mujer, y a sus siervas, y parieron.",H413,HR,to,,,,
f476cc48b0c68355251b,GEN 20:17,6,"Entonces Abraham oró a Dios; y Dios sanó a Abimelech y a su mujer, y a sus siervas, y parieron.",H853,HTo,<obj.>,,,,
07954deec6d3a549fbb7,GEN 20:17,8,"Entonces Abraham oró a Dios; y Dios sanó a Abimelech y a su mujer, y a sus siervas, y parieron.",H853,HC/To,and/ <obj.>,,,,
b2644f54a014ca982b69,GEN 20:18,4,"Porque había del todo cerrado Jehová toda matriz de la casa de Abimelech, a causa de Sara mujer de Abraham.",H1157,HAcbsc,behind,,,,
2746605a282ad3271aca,GEN 20:18,9,"Porque había del todo cerrado Jehová toda matriz de la casa de Abimelech, a causa de Sara mujer de Abraham.",H5921,HR,on,,,,
6282190846d27c9154ee,GEN 21:1,2,"Y visitó Jehová a Sara, como había dicho, e hizo Jehová con Sara como había hablado.",H853,HTo,<obj.>,,,,
8b7c78be2183de649cd6,GEN 21:2,9,"Y concibió y parió Sara a Abraham un hijo en su vejez, en el tiempo que Dios le había dicho.",H854,HRd/Sp3ms,with <the>/ him,,,,
88ca33ff1194cca959de,GEN 21:3,2,"Y llamó Abraham el nombre de su hijo que le nació, que le parió Sara, Isaac.",H853,HTo,<obj.>,,,,
397b18f4d24a7305b334,GEN 21:4,2,"Y circuncidó Abraham a su hijo Isaac de ocho días, como Dios le había mandado.",H853,HTo,<obj.>,,,,
59c831540d8a7871907d,GEN 21:4,5,"Y circuncidó Abraham a su hijo Isaac de ocho días, como Dios le había mandado.",H1121,HNcmsc,a son of,,,,
4b82cf7558a50e69faf6,GEN 21:4,10,"Y circuncidó Abraham a su hijo Isaac de ocho días, como Dios le había mandado.",H853,HTo/Sp3ms,<obj.>/ him,,,,
4f33874052ec219c6171,GEN 21:5,5,"Y era Abraham de cien años, cuando le nació Isaac su hijo.",H853,HTo,<obj.>,,,,
16b75f3448e86affa533,GEN 21:5,7,"Y era Abraham de cien años, cuando le nació Isaac su hijo.",H1121,HNcmsc/Sp3ms,son/ his,,,,
e0560793301965552db2,GEN 21:6,2,"Entonces dijo Sara: Dios me ha hecho reir, y cualquiera que lo oiga, se reirá conmigo.",H6712,HNcmsa,laughter,,,,
45ff2bfa9a289ab1fbe6,GEN 21:6,6,"Entonces dijo Sara: Dios me ha hecho reir, y cualquiera que lo oiga, se reirá conmigo.",H8085,HTd/Vqrmsa,who/ hears,,,,
735115c434d70036d45a,GEN 21:8,8,"Y creció el niño, y fue destetado; e hizo Abraham gran banquete el día que fue destetado Isaac.",H1580,HVNcc,was weaned,,,,
49bc3368fd81a9dc5a62,GEN 21:8,9,"Y creció el niño, y fue destetado; e hizo Abraham gran banquete el día que fue destetado Isaac.",H853,HTo,<obj.>,,,,
2a1c9fe05bd9c175a9b6,GEN 21:9,2,"Y vio Sara al hijo de Agar la Egipcia, el cual había ésta parido a Abraham, que se burlaba.",H853,HTo,<obj.>,,,,
bb273321502d2f869977,GEN 21:9,7,"Y vio Sara al hijo de Agar la Egipcia, el cual había ésta parido a Abraham, que se burlaba.",H3205,HVqp3fs,she had borne,,,,
1ea51fa95d8a2938ef08,GEN 21:10,5,"Por tanto dijo a Abraham: Echa a esta sierva y a su hijo; que el hijo de esta sierva no ha de heredar con mi hijo, con Isaac.",H853,HC/To,and/ <obj.>,,,,
44f5ba5910f73eb5ff11,GEN 21:10,7,"Por tanto dijo a Abraham: Echa a esta sierva y a su hijo; que el hijo de esta sierva no ha de heredar con mi hijo, con Isaac.",H3588,HTc,for,,,,
04b6672b662e63388bbc,GEN 21:11,3,Este dicho pareció grave en gran manera a Abraham a causa de su hijo.,H5869,HR/Ncfdc,in/ [the] eyes of,,,,
93f898d037af34a07884,GEN 21:11,5,Este dicho pareció grave en gran manera a Abraham a causa de su hijo.,H5921,HR,on,,,,
d3a53382d9a1a3adaa4d,GEN 21:12,2,"Entonces dijo Dios a Abraham: No te parezca grave a causa del muchacho y de tu sierva; en todo lo que te diga Sara, oye su voz, porque en Isaac te será llamada descendencia.",H413,HR,to,,,,
